,expt_n,environment,environment_info,data_file,Model_name,R1,R2,R3,wear_threshold,threshold_factor,add_noise,breakdown_chance,episodes,milling_operations_max,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,Round,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file,RF_time,A2C_time,DQN_time,PPO_time
0,0,SS,Simulated NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_NoNBD.mdl,1.0,-1,-40,0.25,0.95,0,0.0,800,121,Dasic,Separate test set.,40,10,results/MRL1-10r-All-R2,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,6,0.896542913608131,0.96,0.9260481360197753,0.9078664845690707,0.05937968015828754,0.031622776601683805,0.034741326565968414,0.04892344305432238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5267424663767823,0.8300000000000001,0.644283199491698,0.5681814748184717,0.016168469539778758,0.04830458915396479,0.025473659798554937,0.018944150640604795,0.4203246753246753,0.12,0.18235977851300428,0.2717747326203208,0.2665101677246353,0.058689389538863365,0.0923952737148501,0.14948341720647165,models/6_0_Dasic_NoNBD__RF_Model_05-Jul-2023_16-17_0.90_0.96_0.91.mdl,57.506253242492676,19.167277574539185,0.9853513240814209,12.007191896438599
1,1,SS,Simulated LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_LowNBD.mdl,0.5,-1,-40,0.25,0.9,1000,0.05,800,121,Dasic,Separate test set.,40,10,results/MRL1-10r-All-R2,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,6,0.9604260651629073,0.945,0.9520288996412232,0.9568965997770345,0.03070404460680908,0.03689323936863107,0.022238071205516102,0.024428029847876308,0.4822453934953935,0.445,0.4605155997903109,0.4726291341508732,0.12773250421517213,0.14033689623347256,0.13090919465982787,0.12794604083198075,0.3,0.02,0.03722943722943722,0.07738095238095236,0.4216370213557839,0.025819888974716113,0.048084653621145224,0.10038976698947233,0.41694444444444445,0.1,0.15652597727110468,0.24318147130647133,0.19657758497239772,0.06236095644623235,0.08871334827116668,0.12310203120031529,models/6_1_Dasic_LowNBD__RF_Model_05-Jul-2023_16-18_0.96_0.95_0.96.mdl,47.390756607055664,15.697099447250366,1.345247507095337,17.921351432800293
2,2,SS,Simulated HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_HighNBD.mdl,0.5,-1,-40,0.25,0.9,100,0.1,800,121,Dasic,Separate test set.,40,10,results/MRL1-10r-All-R2,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,6,0.9670238095238094,0.6950000000000001,0.80593837535014,0.8941416040100251,0.03484750640209345,0.07619419633774974,0.056303651355225484,0.03520351759470517,0.2833333333333333,0.04,0.06930171277997363,0.12475198412698411,0.3220305943597653,0.03944053188733077,0.06873713491494782,0.1264748562252381,0.35,0.02,0.037662337662337654,0.08035714285714284,0.4743416490252569,0.025819888974716113,0.048637925739008166,0.10409578086964025,0.40634920634920635,0.13999999999999999,0.20337740165326368,0.2849442224442224,0.2179065697601814,0.06582805886043833,0.08938432237039394,0.1256606566728158,models/6_2_Dasic_HighNBD__RF_Model_05-Jul-2023_16-20_0.97_0.70_0.89.mdl,55.42871022224426,13.520286560058594,0.9774925708770752,11.580434560775757
3,3,SS,PHM C01 SS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_NoNBD.mdl,1.0,-1,-40,0.12,0.9,0,0.0,800,348,PHM_C01_SS,Separate test set.,40,10,results/MRL1-10r-All-R2,,100,70,6,0.9072727272727272,0.96,0.9322331327209377,0.9169547597995873,0.03819870399999866,0.03162277660168379,0.024348397656235053,0.03159087685504041,0.5298764948389729,0.495,0.5068198379866216,0.5188631236403306,0.09426623109144792,0.08644201653259961,0.06548737115568778,0.07442402398154734,0.4987179487179487,0.9800000000000001,0.6609779855834794,0.5530156213295748,0.0072775155409942035,0.02581988897471613,0.011003635062000663,0.008259477065407748,0.5428221454537244,1.0,0.7034357052505873,0.5973572734066211,0.02199799879643292,0.0,0.01859540415870897,0.021359683683162854,models/6_3_PHM_C01_SS_NoNBD__RF_Model_05-Jul-2023_16-21_0.91_0.96_0.92.mdl,157.99643516540527,13.076456785202026,0.9594564437866211,11.91635012626648
4,4,SS,PHM C01 SS LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_LowNBD.mdl,1.0,-1,-40,0.12,0.9,1000,0.05,800,348,PHM_C01_SS,Separate test set.,40,10,results/MRL1-10r-All-R2,,100,70,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128359848897606,0.54,0.5229782195614956,0.5161775927096391,0.0668935224185618,0.1329160135825126,0.09191744908190042,0.07484649172595861,0.25,0.02,0.036796536796536786,0.07440476190476189,0.4249182927993987,0.03496029493900506,0.06399024025582027,0.12801079266432477,0.44152597402597404,0.2,0.2737847019910423,0.3536013924800689,0.12386830166640714,0.06666666666666667,0.08385235111544444,0.10198947587416336,models/6_4_PHM_C01_SS_LowNBD__RF_Model_05-Jul-2023_16-24_0.00_0.00_0.00.mdl,102.18211364746094,14.2331223487854,1.0138030052185059,12.590020418167114
5,5,SS,PHM C01 SS HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_HighNBD.mdl,1.0,-1,-40,0.12,0.9,100,0.1,800,348,PHM_C01_SS,Separate test set.,40,10,results/MRL1-10r-All-R2,,100,70,6,0.7192746795687972,0.495,0.579650444126625,0.6531827190258255,0.0843063320100916,0.10124228365658294,0.0779518936051027,0.06810689332757916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.015000000000000003,0.02857142857142856,0.062499999999999986,0.48304589153964794,0.024152294576982397,0.0460043706228236,0.10063456073742663,0.4887713499782465,0.65,0.5564850753184968,0.5134991140631598,0.06696757406397892,0.12472191289246472,0.08671074593134383,0.07310765365062723,models/6_5_PHM_C01_SS_HighNBD__RF_Model_05-Jul-2023_16-27_0.72_0.49_0.65.mdl,103.64813303947449,13.481101274490356,0.9774246215820312,11.624870538711548
6,6,SS,PHM C04 SS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_NoNBD.mdl,1.0,-1,-40,0.098,0.95,0,0.0,800,348,PHM_C04_SS,Separate test set.,40,10,results/MRL1-10r-All-R2,,100,70,6,0.7333011803011803,0.9800000000000001,0.838186093123651,0.7718287424940651,0.0379098033759691,0.025819888974716137,0.02565144389708924,0.033503056408970514,0.4963370759675107,0.5900000000000001,0.5381491135535625,0.5120707518802624,0.04533860996263209,0.0699205898780101,0.05234823435664806,0.04713672582464048,0.275,0.025,0.04404761904761903,0.08333333333333331,0.4479893351905204,0.0485912657903775,0.08248815546726102,0.14566789557918772,0.5729742479742479,0.28500000000000003,0.3736555427192082,0.46758007160967685,0.15793505886359416,0.10814085465005557,0.11914283686422153,0.13064898505981098,models/6_6_PHM_C04_SS_NoNBD__RF_Model_05-Jul-2023_16-29_0.73_0.98_0.77.mdl,190.17543935775757,18.29940390586853,1.0209996700286865,12.468234300613403
7,7,SS,PHM C04 SS LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_LowNBD.mdl,1.0,-1,-40,0.098,0.85,1000,0.05,800,348,PHM_C04_SS,Separate test set.,40,10,results/MRL1-10r-All-R2,,100,70,6,0.5,0.9949999999999999,0.6655367231638418,0.555239898989899,0.006043647702449131,0.015811388300841913,0.008337455224549368,0.006729072792642894,0.48597868797868793,0.61,0.5402875023527198,0.5062121024857398,0.0602494120214688,0.08755950357709129,0.06951343993060226,0.06319159037572235,0.49743589743589745,0.96,0.6551898448634736,0.5504379341588643,0.014956442404439562,0.03944053188733077,0.02030289072395757,0.01649845377680685,0.4977034923281053,0.41,0.44637172717158363,0.4747499752569412,0.0870128774506116,0.10488088481701517,0.09155989309826416,0.08638979588061399,models/6_7_PHM_C04_SS_LowNBD__RF_Model_05-Jul-2023_16-32_0.50_0.99_0.56.mdl,152.80800580978394,14.071845531463623,0.9945368766784668,11.489634037017822
8,8,SS,PHM C04 SS HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_HighNBD.mdl,1.0,-1,-40,0.098,0.9,100,0.1,800,348,PHM_C04_SS,Separate test set.,40,10,results/MRL1-10r-All-R2,,100,70,6,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.5036942918192918,0.76,0.6043840083752202,0.539459406974528,0.049648692426788925,0.08096638534327413,0.05155244045214962,0.0493960379870047,0.3,0.02,0.03722943722943722,0.07738095238095236,0.48304589153964794,0.03496029493900506,0.06441025698565608,0.1310124922160252,0.35333333333333333,0.065,0.105631093544137,0.17599206349206348,0.2155670100049382,0.047434164902525694,0.06967866260525879,0.10681672513094413,models/6_8_PHM_C04_SS_HighNBD__RF_Model_05-Jul-2023_16-35_0.50_1.00_0.56.mdl,153.33649611473083,13.000685214996338,0.9569568634033203,11.778635263442993
9,9,SS,PHM C06 SS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_NoNBD.mdl,1.0,-1,-40,0.13,0.95,0,0.0,800,348,PHM_C06_SS,Separate test set.,40,10,results/MRL1-10r-All-R2,,100,70,6,0.9789148351648352,0.6799999999999999,0.8008148714031067,0.898248992579488,0.0341233201757967,0.0674948557710553,0.05070160775944559,0.03614585628674139,0.5454226475279107,0.48,0.5080661997855987,0.5291025606099977,0.10899112364388704,0.09189365834726815,0.09032670301698612,0.09847330523148495,0.5066145092460881,0.985,0.6690044808104422,0.5610842645726366,0.014093345431184982,0.024152294576982432,0.01591317191245832,0.014701409418356903,0.5354686802257135,0.525,0.5280568783195884,0.531974593996708,0.07777260903932441,0.042491829279939906,0.05056778308422659,0.06570765845434547,models/6_9_PHM_C06_SS_NoNBD__RF_Model_05-Jul-2023_16-38_0.98_0.68_0.90.mdl,152.75792717933655,17.73854374885559,4.821109294891357,39.2409451007843
