,algorithm,environment_info,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd
112,A2C,PHM C04 SS LBD,0.7125240918501788,0.8,0.7516665749094026,0.7272304461322452,0.0517073342150414,0.0881917103688196,0.054177678826684,0.0484409376685721,0.5561774167861124,0.665,0.6026051411751364,0.5732678107632767,0.0583603700162202,0.085146931829632,0.0511978550225819,0.0521715202752959,0.4666666666666667,0.04,0.0717203086768304,0.1393849206349206,0.4430533786083752,0.0394405318873307,0.0683624692895725,0.1258885182561245,0.5715295815295816,0.275,0.3649243212396716,0.4615351254138018,0.090016796431667,0.0716860438920218,0.0694743235122304,0.0668374152597134
37,DQN,PHM C04 SS LBD,0.6564145467065379,0.985,0.7873518824075348,0.7031280038632979,0.0430733695853929,0.0241522945769824,0.0367785659791193,0.0413008393017379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7336589336589336,0.99,0.8425994449583719,0.7736436950146628,0.0248712439621262,0.0316227766016837,0.0249385054443833,0.024601445647193,0.5118831168831168,0.135,0.2036707629288274,0.3015625,0.2106277601239508,0.0747217059048663,0.0967134458168628,0.1120895444853754
22,PPO,PHM C04 SS LBD,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.5046527016603742,0.505,0.5026508418195733,0.5033155007161754,0.0705611274112406,0.0926462807312486,0.0743411163236391,0.0699295701398488,0.5053361053361053,0.975,0.6656167010161289,0.5591934712574247,0.0166978177835895,0.0263523138347365,0.0197967314261835,0.0177895354780201,0.546230460283055,0.6599999999999999,0.5958376162004244,0.5647127006933041,0.1073395488201684,0.1595131481867386,0.1262487992990872,0.1136895073818391
66,RF_,PHM C04 SS NBD,0.8105128205128205,1.0,0.8951251646903822,0.842324805339266,0.0265494355003142,0.0,0.0163248457633836,0.0230107967008593,0.5362147276403568,0.645,0.5832747208614324,0.553645313020313,0.0707488883508198,0.1141392911217595,0.0811574311602595,0.0726546707963124,0.4975744975744975,0.97,0.6576271186440679,0.5512265512265512,0.0103487072231934,0.0258198889747161,0.0116700063162558,0.0105715860476859,0.4676190476190475,0.155,0.2294078003733176,0.3268037518037517,0.1464590023009895,0.0797565740933693,0.1034700714287947,0.1242902008619549
66,A2C,PHM C04 SS NBD,0.8105128205128205,1.0,0.8951251646903822,0.842324805339266,0.0265494355003142,0.0,0.0163248457633836,0.0230107967008593,0.5362147276403568,0.645,0.5832747208614324,0.553645313020313,0.0707488883508198,0.1141392911217595,0.0811574311602595,0.0726546707963124,0.4975744975744975,0.97,0.6576271186440679,0.5512265512265512,0.0103487072231934,0.0258198889747161,0.0116700063162558,0.0105715860476859,0.4676190476190475,0.155,0.2294078003733176,0.3268037518037517,0.1464590023009895,0.0797565740933693,0.1034700714287947,0.1242902008619549
21,DQN,PHM C04 SS NBD,0.7006032481711013,0.98,0.8159804812600816,0.7424415894514922,0.0457763932475184,0.0258198889747161,0.0296653596974066,0.0404028292290753,0.49296949481547,0.485,0.4868630808874711,0.4900052243483653,0.0892181783056584,0.1131616346451197,0.0948576309583184,0.0897173108698771,0.5012109275267169,0.965,0.6596491228070176,0.5544722557803954,0.0130647280142471,0.0411636301174282,0.0198006940376625,0.0150263459785703,0.3895806889189242,0.2799999999999999,0.3246238787581292,0.3602353491237005,0.1249868227142818,0.1206464071390257,0.1243502477766918,0.1252797751225033
126,PPO,PHM C04 SS NBD,0.6434139784946236,1.0,0.7829260935143288,0.6927820677820676,0.0153255934073058,0.0,0.011330146118312,0.0142068725913377,0.5658427003964761,0.6,0.5743666870171428,0.5671071207666601,0.0593480508348392,0.1471960144387974,0.0862364361752476,0.0615524461482802,0.4973665973665973,0.975,0.6586381207255426,0.5513618326118326,0.0101931060476538,0.0353553390593273,0.0162414209616155,0.0119440403049547,0.5786414628575445,0.8949999999999999,0.7023762110044963,0.622440899003399,0.0373095664892908,0.0864420165325996,0.0525533883191951,0.0421028906257575
149,RF_,PHM C06 MS NBD,0.933857370699476,0.865,0.8961826671711138,0.91791018964932,0.0519398248904964,0.0529674952735689,0.0277672411483932,0.0367422004396799,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.4242036124794744,0.615,0.502,0.4522249809014514,0.0217699630438178,0.0337474278855276,0.0255640841933721,0.023006529286911,0.5496356653322597,0.415,0.4683739561138941,0.512122801238934,0.1271666210507643,0.149164338901763,0.1393874333943811,0.1313119895732328
149,A2C,PHM C06 MS NBD,0.933857370699476,0.865,0.8961826671711138,0.91791018964932,0.0519398248904964,0.0529674952735689,0.0277672411483932,0.0367422004396799,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.4242036124794744,0.615,0.502,0.4522249809014514,0.0217699630438178,0.0337474278855276,0.0255640841933721,0.023006529286911,0.5496356653322597,0.415,0.4683739561138941,0.512122801238934,0.1271666210507643,0.149164338901763,0.1393874333943811,0.1313119895732328
14,DQN,PHM C06 MS NBD,0.9230555555555556,0.275,0.41131642182017,0.5985261266511267,0.1154110118060254,0.1184389200295991,0.1471441245620168,0.150010224839645,0.4751309656231791,0.575,0.515156971879661,0.4893606864550069,0.0571764604620413,0.1550089603144856,0.0923900165957907,0.0682952172997929,0.9692307692307692,0.6,0.740909090909091,0.8627450980392156,0.0537850691369308,0.0235702260395515,0.030886636063476,0.0413817920451642,0.5347774447774447,0.425,0.469506902772779,0.5053741516556162,0.0598700397417667,0.097894501037256,0.072436993769543,0.0609198443290648
119,PPO,PHM C06 MS NBD,0.9260241719065248,0.625,0.7435892749744742,0.842135167464115,0.0636036120235741,0.0889756521002609,0.0751508327369082,0.0643376844894299,0.4938001730506474,0.8300000000000001,0.6184454445527965,0.5370114657448225,0.0390034455385255,0.0674948557710553,0.0431278033143433,0.040039650880165,0.2,0.01,0.019047619047619,0.0416666666666666,0.4216370213557839,0.0210818510677892,0.0401559067957889,0.0878410461157882,0.4974529569892473,0.69,0.5767305814390213,0.526184127838744,0.038734489227693,0.0994428926011752,0.0565164111816574,0.0437577961796614
71,RF_,PHM C06 SS HBD,0.8207437153489785,0.845,0.8314545296380983,0.8247142774766463,0.0413886711597606,0.0761941963377496,0.0505390943242757,0.0424296938822099,0.5179761904761905,0.5549999999999999,0.5337028824833703,0.5236374257925982,0.1176832531525295,0.1212206436397878,0.113447957859979,0.1145465365489863,0.0347712418300653,0.03,0.0321723226986384,0.0336709486166007,0.0477326088138027,0.0421637021355784,0.0447179161507863,0.0464599200993367,0.3696969696969697,0.11,0.1649010526640259,0.2414044289044289,0.2352567863742712,0.0737864787372621,0.1050964744512203,0.1484186388387807
11,A2C,PHM C06 SS HBD,0.6531620157023383,0.95,0.7732948557491737,0.6963257088257089,0.0486774447540227,0.0408248290463863,0.041838471781146,0.0463710371547892,0.5401474497239115,0.755,0.628239463928306,0.5720042917864225,0.0667547014333936,0.1116791037850063,0.078383593908843,0.0698933772204888,0.4999325236167341,0.99,0.6643288525228911,0.5548508339206013,0.0106521064320743,0.0316227766016838,0.0160367158599311,0.0122798479792766,0.4540338827838828,0.2799999999999999,0.3379719817219817,0.3948187351863822,0.0870941935392561,0.0674948557710552,0.0537225563974246,0.0543618029691279
131,DQN,PHM C06 SS HBD,0.7088311688311688,0.49,0.5764104243848076,0.6478323566268613,0.0914146247386232,0.0994428926011753,0.094992099648424,0.0907753974061479,0.1,0.005,0.0095238095238095,0.0208333333333333,0.3162277660168379,0.0158113883008418,0.0301169300968416,0.0658807845868412,0.9801587301587302,0.96,0.9693360982192818,0.9756445094760312,0.0257172249936819,0.045946829173634,0.0273852082098611,0.0231845981222618,0.3372222222222222,0.1149999999999999,0.1702629784009094,0.2409715284715284,0.2495819550035108,0.1001387925719986,0.1415378040497664,0.1897024822970607
116,PPO,PHM C06 SS HBD,0.7095661375661375,0.985,0.8243971631205673,0.7513561958874458,0.0255098503998948,0.0337474278855276,0.0204930588531963,0.0230370626574478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.035,0.0658008658008657,0.1398809523809523,0.5163977794943222,0.0337474278855276,0.0624604637271863,0.1286243889552614,0.5214571700441265,0.615,0.5635326946552975,0.5373506203247582,0.0857848260849658,0.1106797181058932,0.0935092642661039,0.0880673168504435
145,RF_,PHM C06 SS LBD,0.942625558995528,0.795,0.8611101558469979,0.907799854131376,0.0476151424730223,0.0598609499868933,0.0413527365442902,0.0394775188482969,0.4620391888812941,0.425,0.4398620926926447,0.4520122318715668,0.0889873904293742,0.1111805338677194,0.0967943354804502,0.0906996492408316,0.5014899514899515,0.985,0.6645257210823668,0.5560515873015872,0.0159122526822671,0.0241522945769824,0.0177798749559785,0.0165963817825476,0.4800766055410018,0.385,0.4230873406570001,0.4538990303492592,0.0782599701618931,0.0818195847242238,0.0680480469967592,0.0668468869667944
40,A2C,PHM C06 SS LBD,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.5012820512820513,1.0,0.6677966101694915,0.5568181818181819,0.0040542021284209,0.0,0.0035731950962354,0.0039927748234449,0.0297794117647058,0.025,0.0271771771771771,0.0286796536796536,0.0314093878381535,0.0263523138347364,0.0286507575982904,0.0302417696588195,0.508003108003108,0.225,0.3059629580652939,0.3969381313131313,0.1338983696163207,0.0978945010372561,0.1129962842533486,0.1217029971640269
85,DQN,PHM C06 SS LBD,0.6073115609880315,1.0,0.7553153205983395,0.6589153497048233,0.0293783494837271,0.0,0.0225486303163498,0.0275908024116179,0.5029700889925348,0.475,0.4850869677955686,0.4947638362040535,0.0925460458408103,0.1006920497799547,0.0846422582714052,0.086063392845357,0.9610576923076924,0.725,0.8255283931754519,0.9014724310776944,0.0338023281237811,0.0485912657903775,0.0364626168585825,0.0305082730952204,0.3938769563769563,0.245,0.3005125803987284,0.3494569639596729,0.0877558930242002,0.0598609499868932,0.069041578895065,0.0776478311683211
10,PPO,PHM C06 SS LBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5113543003600548,0.47,0.4849223629537635,0.4991236790325149,0.1069644889616839,0.1206464071390257,0.0991655691151615,0.0989644943111059,0.35,0.03,0.0538961038961038,0.1051587301587301,0.4743416490252569,0.0421637021355784,0.0744821518029744,0.1417875893741969,0.5517812253106371,0.37,0.4378120189959625,0.4973538761943998,0.1507634330378724,0.0948683298050513,0.1012503891112271,0.1198029800192001
114,RF_,PHM C06 SS NBD,1.0,0.8949999999999999,0.9439508334245176,0.9766263175230566,0.0,0.0497214463005876,0.0271196335294433,0.0114713949453763,0.4869317232475126,0.4549999999999999,0.465339629727347,0.4764837528823261,0.1054094998535656,0.142302494707577,0.1185629727730823,0.1077699960344758,0.35,0.02,0.0376623376623376,0.0803571428571428,0.4743416490252569,0.0258198889747161,0.0486379257390081,0.1040957808696402,0.2761904761904762,0.08,0.1205915485480702,0.1778166278166278,0.1963086855571991,0.0586893895388633,0.0819091935421716,0.1150147578395344
24,A2C,PHM C06 SS NBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204349650276283,0.6799999999999999,0.5873213154222581,0.5448644571043437,0.0685533636508911,0.1273664878302853,0.0846215840086302,0.0725177920466976,0.0052631578947368,0.005,0.0051282051282051,0.0052083333333333,0.0166435666324651,0.0158113883008418,0.0162168085136839,0.0164701961467103,0.5268243071446733,0.605,0.5609137128814102,0.5394755804555944,0.0969612972146575,0.1116791037850063,0.0959887095844367,0.0951030374824384
129,DQN,PHM C06 SS NBD,0.9295471298567276,0.955,0.9404577185064992,0.933474974099974,0.0481262995451975,0.0643341968853959,0.0407178482676581,0.0407453834620064,0.4688919568563531,0.355,0.4008088576992751,0.437895254792507,0.0555232098920461,0.0724568837309471,0.0579001712227311,0.0523310357485717,0.9349030679465462,0.975,0.9539702347189586,0.942314306064306,0.045866611041968,0.0263523138347365,0.029922760818917,0.0390085845171982,0.3688492063492063,0.13,0.1904533142464176,0.266462703962704,0.1951928556654425,0.0823272602348564,0.1147826755893595,0.1511334308398552
84,PPO,PHM C06 SS NBD,1.0,0.58,0.733357771260997,0.8726000816993464,0.0,0.0421637021355783,0.034135906106253,0.0195870438062391,0.548362258264807,0.615,0.5775916749686683,0.5592564677942578,0.0573056893665199,0.0883490552046571,0.0604706829564564,0.055988626434519,0.5026334026334026,0.97,0.6621079290863043,0.5562172807812342,0.0171557160778586,0.034960294939005,0.0223043887322752,0.0188266697837863,0.5867368718238284,0.65,0.6148712479733167,0.5972520226455759,0.0802303593870696,0.1080123449734643,0.0871568085893701,0.0813076000948692
