,Round,expt_n,environment,environment_info,data_file,Model_name,environment.1,R1,R2,R3,wear_threshold,threshold_factor,add_noise,breakdown_chance,episodes,milling_operations_max,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file,RF_time,A2C_time,DQN_time,PPO_time
25,6,10,SS,PHM C06 SS LBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_LowNBD.mdl,SS,1,-1,-40,0.13,0.95,1000,0.05,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522028628,0.515,0.516663252,0.519417297,0.067437435,0.05797509,0.054382144,0.060456302,0.502631579,0.985,0.665556205,0.557185224,0.0119291,0.024152295,0.014625056,0.012774148,0.31,0.055,0.091903111,0.155758478,0.167626864,0.028382311,0.046202898,0.076275453,models/1_10_PHM_C06_SS_LowNBD__RF_Model_28-Jun-2023_17-57.mdl,91.65923142,12.7650547,0.921947002,10.77927279
26,6,11,SS,PHM C06 SS HBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_HighNBD.mdl,SS,1,-1,-40,0.13,0.9,100,0.1,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.657995338,0.31,0.415770038,0.5291991,0.108503011,0.051639778,0.051879958,0.060187293,0.499908611,0.52,0.50709734,0.502077468,0.043791094,0.091893658,0.060685717,0.047288602,0.505128205,0.99,0.66888759,0.559960066,0.014061448,0.031622777,0.018570409,0.015472776,0.201111111,0.065,0.094721101,0.134388528,0.268228451,0.088349055,0.125162253,0.173824504,models/1_11_PHM_C06_SS_HighNBD__RF_Model_28-Jun-2023_17-59.mdl,121.8021302,12.04678035,0.929600716,10.80689025
27,6,12,MS,PHM C01 MS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_MS_NoNBD.mdl,MS,1,-1,-80,0.12,0.9,0,0.0,800,348,PHM_C01_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.5,1.0,0.666666667,0.555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.025,0.046753247,0.098214286,0.516397779,0.035355339,0.065328295,0.133873445,0.510285691,0.64,0.564302884,0.529974461,0.083691845,0.146818104,0.102607903,0.089175986,models/1_0_PHM_C01_MS_NoNBD__RF_Model_29-Jun-2023_19-00_0.50_1.00_0.56.mdl,180.4558032,13.17427349,1.683446169,11.59706879
28,6,13,MS,PHM C04 MS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_MS_NoNBD.mdl,MS,1,-1,-80,0.098,0.95,0,0.0,800,348,PHM_C04_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.746828773,0.655,0.694390389,0.723911979,0.092756375,0.086442017,0.074250673,0.080478346,0.468449095,0.475,0.466981596,0.466598876,0.082173083,0.162018517,0.121027163,0.097508943,0.494871795,0.97,0.65534775,0.54860377,0.008964178,0.025819889,0.013047609,0.010176609,0.452164502,0.275,0.340281806,0.398723158,0.137134076,0.103413947,0.117728029,0.128599896,models/1_1_PHM_C04_MS_NoNBD__RF_Model_29-Jun-2023_19-04_0.75_0.65_0.72.mdl,171.3157225,12.86788821,1.524245024,11.72798705
29,6,14,MS,PHM C06 MS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_MS_NoNBD.mdl,MS,1,-1,-80,0.13,0.9,0,0.0,800,348,PHM_C06_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.5,1.0,0.666666667,0.555555556,0.0,0.0,0.0,0.0,0.498368687,0.64,0.559433023,0.52096128,0.091463585,0.112546287,0.097871284,0.093454097,0.05,0.005,0.009090909,0.017857143,0.158113883,0.015811388,0.028747979,0.056469244,0.489484127,0.185,0.263849561,0.360646829,0.19141809,0.074721706,0.094644397,0.12537167,models/1_2_PHM_C06_MS_NoNBD__RF_Model_29-Jun-2023_19-07_0.50_1.00_0.56.mdl,167.7820814,13.72811413,1.540013552,12.42568779
30,7,0,SS,Simulated NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_NoNBD.mdl,SS,1,-1,-100,3.0,1.0,0,0.0,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1.0,0.715,0.833019268,0.925464703,0.0,0.047434165,0.032150363,0.015868516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498503952,0.955,0.654902148,0.55113563,0.018002236,0.055025247,0.02738378,0.020783118,0.261666667,0.05,0.082815547,0.137996032,0.25166728,0.057735027,0.092464788,0.145612483,models/2_0_Dasic_NoNBD__RF_Model_28-Jun-2023_18-11.mdl,61.63005257,19.80368447,1.033494949,10.9958117
31,7,1,SS,Simulated LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_LowNBD.mdl,SS,1,-1,-100,3.0,1.0,1000,0.05,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.994117647,0.83,0.904174852,0.955915914,0.018601633,0.042163702,0.028239505,0.01987554,0.511605339,0.445,0.471184006,0.493044688,0.073908881,0.116547558,0.09097478,0.07714463,0.500146199,0.975,0.660980073,0.554058201,0.014113205,0.035355339,0.017329293,0.014914942,0.301666667,0.07,0.112087275,0.177627234,0.225318704,0.053748385,0.084096871,0.130438857,models/2_1_Dasic_LowNBD__RF_Model_28-Jun-2023_18-13.mdl,46.38556981,15.18136144,1.470286608,17.59108305
32,7,2,SS,Simulated HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_HighNBD.mdl,SS,1,-1,-100,3.0,1.0,100,0.1,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.875111833,0.47,0.60834094,0.742647927,0.086802218,0.097752522,0.099843665,0.093782917,0.59522395,0.58,0.583849265,0.589731155,0.079693096,0.085634884,0.067961789,0.071450859,0.497368421,0.985,0.660939022,0.552009925,0.010284831,0.033747428,0.016412098,0.012138454,0.444920635,0.135,0.201434951,0.292334055,0.133595107,0.081819585,0.105623762,0.123843556,models/2_2_Dasic_HighNBD__RF_Model_28-Jun-2023_18-14.mdl,50.21197987,14.43483639,0.972584248,11.1426506
33,7,3,SS,PHM C01 SS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_NoNBD.mdl,SS,1,-2,-40,0.12,0.95,0,0.0,800,348,PHM_C01_SS,Separate test set.,40,10,results/MultiRound,,100,70,1.0,0.7,0.817766252,0.915567438,0.0,0.122474487,0.089292209,0.047995787,0.502252791,0.505,0.501301273,0.501296217,0.137667496,0.149907379,0.138754869,0.13680001,0.35,0.02,0.037662338,0.080357143,0.474341649,0.025819889,0.048637926,0.104095781,0.586984127,0.24,0.339562124,0.453617216,0.078913796,0.039440532,0.048927748,0.059920993,models/2_3_PHM_C01_SS_NoNBD__RF_Model_28-Jun-2023_18-15.mdl,149.8472478,13.00000286,0.971570253,11.20203137
34,7,4,SS,PHM C01 SS LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_LowNBD.mdl,SS,1,-1,-100,0.12,0.9,1000,0.05,800,348,PHM_C01_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498717949,0.995,0.66440678,0.553977273,0.004054202,0.015811388,0.00714639,0.004990969,0.15,0.015,0.026190476,0.048611111,0.337474279,0.033747428,0.057724116,0.103780147,0.420238095,0.14,0.207946683,0.295891608,0.235622076,0.080966385,0.116236606,0.161257571,models/2_4_PHM_C01_SS_LowNBD__RF_Model_28-Jun-2023_18-18.mdl,104.3357515,12.03616977,0.937155008,11.09969211
35,7,5,SS,PHM C01 SS HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_HighNBD.mdl,SS,1,-1,-40,0.12,0.85,100,0.1,800,348,PHM_C01_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.720219096,0.895,0.79698712,0.748871437,0.039610763,0.064334197,0.039322947,0.037486249,0.494884224,0.505,0.496761933,0.494843948,0.056358241,0.101242284,0.070491663,0.058985067,0.416666667,0.045,0.081027668,0.15625,0.402538243,0.043779752,0.078528132,0.15065816,0.532992253,0.335,0.407096702,0.472187382,0.120265817,0.085146932,0.091807175,0.102189478,models/2_5_PHM_C01_SS_HighNBD__RF_Model_28-Jun-2023_18-20.mdl,93.62519097,11.96120763,0.950270414,10.7415657
36,7,6,SS,PHM C04 SS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_NoNBD.mdl,SS,1,-1,-40,0.098,0.95,0,0.0,800,348,PHM_C04_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.593991384,1.0,0.745137113,0.646424419,0.018383291,0.0,0.014546,0.017450375,0.443218453,0.37,0.400011731,0.423807449,0.098506592,0.141813649,0.121813766,0.107898879,0.501282051,0.99,0.665536723,0.556186869,0.009459805,0.021081851,0.012435084,0.010394856,0.41234127,0.16,0.228446311,0.309795066,0.210902024,0.084327404,0.118257453,0.158444453,models/2_6_PHM_C04_SS_NoNBD__RF_Model_28-Jun-2023_18-22.mdl,141.81427,12.27424097,0.898412704,10.9051919
37,7,7,SS,PHM C04 SS LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_LowNBD.mdl,SS,1,-1,-40,0.098,0.85,1000,0.05,800,348,PHM_C04_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.675527655,0.91,0.774871793,0.711957001,0.051463649,0.056764621,0.050199317,0.050749819,0.52770026,0.775,0.626904123,0.563220899,0.039055544,0.079056942,0.048018763,0.041241325,0.506906907,0.985,0.669168684,0.56133636,0.019577321,0.024152295,0.019668771,0.019773667,0.43,0.07,0.117806223,0.203183622,0.308500955,0.048304589,0.079229539,0.133836685,models/2_7_PHM_C04_SS_LowNBD__RF_Model_28-Jun-2023_18-25.mdl,124.6716931,12.10085773,0.90103054,10.68606591
38,7,8,SS,PHM C04 SS HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_HighNBD.mdl,SS,1,-1,-100,0.098,0.9,100,0.1,800,348,PHM_C04_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.5,1.0,0.666666667,0.555555556,0.0,0.0,0.0,0.0,0.521516569,0.925,0.666652961,0.571228789,0.018829523,0.042491829,0.021839591,0.019461926,0.3875,0.16,0.225975748,0.300886613,0.042657961,0.031622777,0.03903832,0.043174269,0.42452381,0.22,0.284610806,0.351558613,0.165438788,0.125166556,0.14203933,0.154771339,models/2_8_PHM_C04_SS_HighNBD__RF_Model_28-Jun-2023_18-28.mdl,144.6614172,15.10801148,0.995604992,13.57350659
39,7,9,SS,PHM C06 SS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_NoNBD.mdl,SS,1,-1,-40,0.13,0.95,0,0.0,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,1.0,0.605,0.752297165,0.8828125,0.0,0.05986095,0.047584103,0.026848983,0.165269175,0.08,0.106883124,0.135014791,0.07401335,0.042163702,0.052820415,0.063100299,0.505860806,0.965,0.663488732,0.558952221,0.026474217,0.04116363,0.028975654,0.027353632,0.347451584,0.175,0.226972162,0.283082196,0.112645443,0.082495791,0.085163916,0.091304501,models/2_9_PHM_C06_SS_NoNBD__RF_Model_28-Jun-2023_18-31.mdl,186.527051,18.62456131,1.103017807,13.43726993
40,7,10,SS,PHM C06 SS LBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_LowNBD.mdl,SS,1,-1,-40,0.13,0.95,1000,0.05,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.977777778,0.405,0.570218798,0.758200133,0.046848558,0.05986095,0.062170854,0.050902276,0.51279856,0.49,0.498147221,0.50600551,0.073064781,0.141027972,0.108000063,0.087156394,0.35,0.025,0.046320346,0.095238095,0.411636301,0.026352314,0.048851513,0.100976275,0.268333333,0.055,0.08897669,0.143921356,0.343767255,0.064334197,0.10293302,0.16606708,models/2_10_PHM_C06_SS_LowNBD__RF_Model_28-Jun-2023_18-34.mdl,128.6233835,12.57415104,0.964971066,11.38382316
41,7,11,SS,PHM C06 SS HBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_HighNBD.mdl,SS,1,-1,-40,0.13,0.9,100,0.1,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.73152221,0.78,0.752675769,0.739269259,0.041643198,0.071492035,0.041205072,0.036036203,0.519920547,0.56,0.537914152,0.526687297,0.075723717,0.06992059,0.066527113,0.071013561,0.501282051,0.98,0.663218391,0.555533533,0.01438248,0.034960295,0.01949824,0.015949012,0.401666667,0.11,0.166826536,0.24859238,0.18315648,0.09067647,0.124048857,0.156046725,models/2_11_PHM_C06_SS_HighNBD__RF_Model_28-Jun-2023_18-37.mdl,121.6130741,12.6941855,0.93358016,10.90031838
42,7,12,MS,PHM C01 MS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_MS_NoNBD.mdl,MS,1,-1,-80,0.12,0.9,0,0.0,800,348,PHM_C01_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.675818737,0.995,0.804546467,0.721975353,0.032169065,0.015811388,0.024324139,0.029715853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079503968,0.065,0.071404492,0.076014765,0.034053596,0.033747428,0.034071795,0.03411036,0.526547619,0.21,0.296905983,0.399125874,0.157729035,0.077459667,0.099545883,0.12286281,models/2_0_PHM_C01_MS_NoNBD__RF_Model_29-Jun-2023_19-10_0.68_0.99_0.72.mdl,169.1201694,13.54683375,1.640727043,12.04311728
43,7,13,MS,PHM C04 MS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_MS_NoNBD.mdl,MS,1,-1,-80,0.098,0.95,0,0.0,800,348,PHM_C04_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.891666667,0.105,0.18060816,0.326907468,0.147248425,0.064334197,0.095521594,0.126472641,0.481504454,0.61,0.536930908,0.502018241,0.055599279,0.080966385,0.059882004,0.055992797,0.496223146,0.965,0.655328268,0.549588493,0.008802973,0.024152295,0.010653526,0.009187049,0.494768914,0.58,0.531231612,0.508132941,0.065515923,0.085634884,0.059499376,0.059761005,models/2_1_PHM_C04_MS_NoNBD__RF_Model_29-Jun-2023_19-14_0.89_0.11_0.33.mdl,169.0887108,14.10329843,1.63399744,11.52420259
44,7,14,MS,PHM C06 MS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_MS_NoNBD.mdl,MS,1,-1,-80,0.13,0.9,0,0.0,800,348,PHM_C06_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.985,0.635,0.77103164,0.886089611,0.031865845,0.052967495,0.041720905,0.031886418,0.498787249,0.985,0.662146893,0.553391053,0.007428462,0.024152295,0.00952852,0.00781568,0.6,0.035,0.065800866,0.139880952,0.516397779,0.033747428,0.062460464,0.128624389,0.505498883,0.7,0.584388548,0.533881334,0.047399812,0.074535599,0.039156732,0.04147179,models/2_2_PHM_C06_MS_NoNBD__RF_Model_29-Jun-2023_19-17_0.98_0.64_0.89.mdl,164.7791328,13.05167437,1.504667759,11.39279819
45,8,0,SS,Simulated NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_NoNBD.mdl,SS,1,-1,-100,3.0,1.0,0,0.0,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1.0,0.79,0.882368082,0.949269481,0.0,0.031622777,0.019720337,0.009131911,0.543867547,0.78,0.640308468,0.578652018,0.040979441,0.071492035,0.048765079,0.043155758,0.494663895,0.965,0.653979924,0.548062645,0.015565714,0.047434165,0.024116976,0.018183046,0.568870296,0.23,0.318725111,0.423153042,0.173433673,0.091893658,0.120268848,0.149175973,models/3_0_Dasic_NoNBD__RF_Model_28-Jun-2023_18-49.mdl,51.99945855,21.43167305,1.07519412,12.17242503
46,8,1,SS,Simulated LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_LowNBD.mdl,SS,1,-1,-100,3.0,1.0,1000,0.05,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.834532279,1.0,0.909473472,0.86291279,0.033945902,0.0,0.019843551,0.028859261,0.531011042,0.725,0.612174721,0.560607466,0.060742444,0.075461543,0.061831393,0.060516612,0.283333333,0.03,0.053397327,0.101190476,0.41611074,0.048304589,0.084614406,0.155290421,0.433381896,0.19,0.260654636,0.340049707,0.207847272,0.117378779,0.14610609,0.17473464,models/3_1_Dasic_LowNBD__RF_Model_28-Jun-2023_18-50.mdl,46.84697938,24.97607636,1.549489975,12.81357932
47,8,2,SS,Simulated HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_HighNBD.mdl,SS,1,-1,-100,3.0,1.0,100,0.1,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.920874271,0.97,0.944100268,0.929867979,0.036675717,0.034960295,0.023292047,0.029478997,0.535963674,0.695,0.603172355,0.560647308,0.079175047,0.121220644,0.087256978,0.080775338,0.2,0.015,0.027705628,0.056547619,0.349602949,0.024152295,0.044625855,0.091409917,0.336071429,0.08,0.126718303,0.198543124,0.255443415,0.063245553,0.098079751,0.150671355,models/3_2_Dasic_HighNBD__RF_Model_28-Jun-2023_18-51.mdl,50.94423509,21.73711824,1.753598452,19.18654966
48,8,3,SS,PHM C01 SS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_NoNBD.mdl,SS,1,-2,-40,0.12,0.95,0,0.0,800,348,PHM_C01_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603809227,0.685,0.637631863,0.616021487,0.094217114,0.100138793,0.076610697,0.084045517,0.85952381,0.255,0.392535613,0.581439394,0.107919,0.015811388,0.02618115,0.049549033,0.512502334,0.47,0.488626494,0.502206218,0.091268529,0.085634884,0.080732359,0.084686277,models/3_3_PHM_C01_SS_NoNBD__RF_Model_28-Jun-2023_18-53.mdl,149.5787976,13.2819736,0.99251008,11.7267518
49,8,4,SS,PHM C01 SS LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_LowNBD.mdl,SS,1,-1,-100,0.12,0.9,1000,0.05,800,348,PHM_C01_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.5,0.025,0.047619048,0.104166667,0.527046277,0.026352314,0.050194883,0.109801308,0.477947102,0.41,0.439084873,0.460903545,0.083706453,0.104880885,0.092466356,0.08620608,0.275,0.05,0.08442029,0.144097222,0.309444943,0.057735027,0.096950666,0.164101025,0.116666667,0.015,0.026482213,0.049107143,0.249072353,0.033747428,0.059158106,0.108232718,models/3_4_PHM_C01_SS_LowNBD__RF_Model_28-Jun-2023_18-56.mdl,144.7928271,26.1629889,1.320606232,15.69606996
50,8,5,SS,PHM C01 SS HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_HighNBD.mdl,SS,1,-1,-40,0.12,0.85,100,0.1,800,348,PHM_C01_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.7,0.045,0.083982684,0.175595238,0.421637021,0.028382311,0.052076161,0.105411123,0.506482287,0.81,0.622807335,0.547319609,0.037350907,0.06992059,0.045823267,0.039880121,0.502633403,0.99,0.666666667,0.557494589,0.00820815,0.021081851,0.00922595,0.008358384,0.467142857,0.155,0.230992267,0.32960373,0.153407997,0.055025247,0.077741815,0.106420373,models/3_5_PHM_C01_SS_HighNBD__RF_Model_28-Jun-2023_18-59.mdl,91.18763971,13.22731256,1.013812065,11.96913218
51,8,6,SS,PHM C04 SS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_NoNBD.mdl,SS,1,-1,-40,0.098,0.95,0,0.0,800,348,PHM_C04_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.689222259,0.965,0.803321837,0.730627005,0.052966685,0.052967495,0.048783658,0.051436443,0.539690845,0.505,0.51835523,0.530059128,0.122620454,0.142302495,0.124992741,0.121325145,0.25,0.02,0.036796537,0.074404762,0.424918293,0.034960295,0.06399024,0.128010793,0.60047619,0.105,0.172249416,0.287071609,0.343139581,0.064334197,0.09773663,0.14897565,models/3_6_PHM_C04_SS_NoNBD__RF_Model_28-Jun-2023_19-01.mdl,156.3049212,12.97363257,0.980584621,11.95058203
52,8,7,SS,PHM C04 SS LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_LowNBD.mdl,SS,1,-1,-40,0.098,0.85,1000,0.05,800,348,PHM_C04_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.751325804,0.975,0.848303455,0.787266786,0.042726406,0.035355339,0.037216958,0.040616689,0.498282562,0.525,0.508835171,0.501867722,0.087335409,0.147667043,0.113514235,0.096639087,0.3,0.03,0.053463203,0.10218254,0.421637021,0.042163702,0.074227313,0.139677936,0.497889378,0.39,0.435899765,0.470588165,0.105344833,0.117378779,0.111814024,0.10782675,models/3_7_PHM_C04_SS_LowNBD__RF_Model_28-Jun-2023_19-04.mdl,139.0125437,13.63822031,0.995911837,12.75462675
53,8,8,SS,PHM C04 SS HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_HighNBD.mdl,SS,1,-1,-100,0.098,0.9,100,0.1,800,348,PHM_C04_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.641572117,0.965,0.770631453,0.687622549,0.028360257,0.033747428,0.030090614,0.029007872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.02,0.037229437,0.077380952,0.483045892,0.034960295,0.064410257,0.131012492,0.426854257,0.265,0.32142584,0.374946742,0.154934958,0.115590273,0.123260697,0.136269713,models/3_8_PHM_C04_SS_HighNBD__RF_Model_28-Jun-2023_19-07.mdl,139.0799854,13.32734847,0.976493359,11.86848402
54,8,9,SS,PHM C06 SS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_NoNBD.mdl,SS,1,-1,-40,0.13,0.95,0,0.0,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,1.0,0.16,0.270475322,0.469719517,0.0,0.06992059,0.099414989,0.118866188,0.518156361,0.515,0.513344314,0.515453167,0.10001116,0.156436,0.122668875,0.107466861,0.566666667,0.045,0.081573499,0.161458333,0.417221852,0.028382311,0.050187292,0.096506542,0.52332977,0.39,0.442011416,0.485487723,0.140834361,0.104880885,0.106632272,0.119239816,models/3_9_PHM_C06_SS_NoNBD__RF_Model_28-Jun-2023_19-10.mdl,162.6819317,13.36643338,0.986373425,11.67496157
55,8,10,SS,PHM C06 SS LBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_LowNBD.mdl,SS,1,-1,-40,0.13,0.95,1000,0.05,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497368421,0.975,0.658659653,0.551371271,0.0119291,0.035355339,0.017893677,0.013726147,0.519996042,0.545,0.529328941,0.522896948,0.065148108,0.101242284,0.077682763,0.067813193,models/3_10_PHM_C06_SS_LowNBD__RF_Model_28-Jun-2023_19-13.mdl,151.3863919,13.50484371,0.995844126,11.81932974
56,8,11,SS,PHM C06 SS HBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_HighNBD.mdl,SS,1,-1,-40,0.13,0.9,100,0.1,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.651132459,0.945,0.770090935,0.693873935,0.036240653,0.049721446,0.031453034,0.033624067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498787249,0.98,0.661016949,0.553075397,0.009576415,0.025819889,0.012204785,0.01023948,0.381428571,0.095,0.150479623,0.233838384,0.258291087,0.05986095,0.094954529,0.14949854,models/3_11_PHM_C06_SS_HighNBD__RF_Model_28-Jun-2023_19-16.mdl,124.4079463,13.657372,0.998428106,11.66296315
57,8,12,MS,PHM C01 MS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_MS_NoNBD.mdl,MS,1,-1,-80,0.12,0.9,0,0.0,800,348,PHM_C01_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.5,1.0,0.666666667,0.555555556,0.0,0.0,0.0,0.0,0.49457256,0.52,0.504306365,0.497817477,0.125404202,0.154919334,0.13291643,0.126659357,0.501212751,0.975,0.662008469,0.555142371,0.011324019,0.035355339,0.017251102,0.013073667,0.537511378,0.285,0.367150189,0.449301061,0.114266412,0.088349055,0.098626637,0.103041802,models/3_0_PHM_C01_MS_NoNBD__RF_Model_29-Jun-2023_19-20_0.50_1.00_0.56.mdl,160.2212632,14.34797668,1.767033577,12.24198937
58,8,13,MS,PHM C04 MS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_MS_NoNBD.mdl,MS,1,-1,-80,0.098,0.95,0,0.0,800,348,PHM_C04_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.823214286,0.29,0.423760861,0.591783217,0.200662836,0.1197219,0.155532879,0.185274301,0.523818796,0.43,0.465989406,0.497040711,0.088290128,0.097752522,0.070195288,0.071249138,0.066666667,0.01,0.017391304,0.03125,0.210818511,0.031622777,0.054996133,0.098821177,0.506396323,0.57,0.534868543,0.517112231,0.087766353,0.08232726,0.079773143,0.083782813,models/3_1_PHM_C04_MS_NoNBD__RF_Model_29-Jun-2023_19-23_0.82_0.29_0.59.mdl,168.4345751,12.87447453,1.509526968,11.39177489
