,expt_n,environment,environment_info,data_file,Model_name,R1,R2,R3,wear_threshold,threshold_factor,add_noise,breakdown_chance,episodes,milling_operations_max,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,Round,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file,RF_time,A2C_time,DQN_time,PPO_time
0,0,SS,Simulated NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_NoNBD.mdl,1.0,-1,-40,0.25,0.95,0,0.0,800,121,Dasic,Separate test set.,40,10,results/V9-R1,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0,0.7004041935076418,1.0,0.8234871339840284,0.7448926784790162,0.029914312137062832,0.0,0.020337214338705455,0.02690350222555923,0.368291292041292,0.22999999999999998,0.28037476728416005,0.3256972645517537,0.08346264493191624,0.0752772652709081,0.08126491075327999,0.08396798794208211,0.5039136302294197,0.985,0.6666861484511981,0.5584478505990134,0.012298073493219526,0.02415229457698243,0.015147552063843047,0.013211681719274287,0.4809523809523809,0.165,0.24479811376363098,0.3461850649350649,0.20096071153579942,0.05797509043642028,0.08916717473829457,0.13335181428616763,models/0_0_Dasic_NoNBD__RF_Model_06-Jul-2023_15-26_0.70_1.00_0.74.mdl,125.14289975166321,18.530726194381714,1.542219877243042,16.722980737686157
1,1,SS,Simulated LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_LowNBD.mdl,0.5,-1,-40,0.25,0.9,1000,0.05,800,121,Dasic,Separate test set.,40,10,results/V9-R1,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0,0.8886598908338039,0.9800000000000001,0.9315452556518921,0.905212148962149,0.046347205787248366,0.025819888974716126,0.03014053387649439,0.039530169249917375,0.5037768537768538,0.985,0.6665282434607851,0.558298936205913,0.008802972975625227,0.03374742788552765,0.014429072553028626,0.01036306142932435,0.5026334026334026,0.975,0.6632183908045977,0.5565255964965268,0.008208150421830712,0.026352313834736518,0.010767806311720956,0.008744840298419057,0.5416666666666666,0.2,0.2878767665922838,0.39657642194406895,0.15920662615304526,0.07453559924999299,0.09775422903196472,0.12373023712973638,models/0_1_Dasic_LowNBD__RF_Model_06-Jul-2023_15-29_0.89_0.98_0.91.mdl,100.19399094581604,17.29420495033264,1.7526254653930664,19.218150854110718
2,2,SS,Simulated HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_HighNBD.mdl,0.5,-1,-40,0.25,0.9,100,0.1,800,121,Dasic,Separate test set.,40,10,results/V9-R1,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0,0.8361645962732919,0.96,0.8931477075266072,0.8579318590094452,0.03805789878783188,0.03944053188733077,0.029075890214853177,0.03337838012331521,0.45081735644816134,0.41500000000000004,0.4306774836752938,0.44212328612357216,0.10567056323168562,0.10554093465991711,0.10393713383438684,0.10448786581613426,0.26666666666666666,0.02,0.03643892339544513,0.07291666666666666,0.43885372573625553,0.03496029493900506,0.062457438733945735,0.12078143840920891,0.3632356532356532,0.135,0.19035042938903507,0.25976174560733384,0.15399713505525842,0.08181958472422385,0.10536777406611825,0.12721072401498806,models/0_2_Dasic_HighNBD__RF_Model_06-Jul-2023_15-31_0.84_0.96_0.86.mdl,84.86141061782837,17.415963649749756,1.4635236263275146,15.697272300720215
3,3,SS,PHM C01 SS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_NoNBD.mdl,1.0,-1,-40,0.12,0.9,0,0.0,800,348,PHM_C01_SS,Separate test set.,40,10,results/V9-R1,,100,70,0,0.9941176470588236,0.86,0.9212688686372896,0.9633563899868248,0.018601633295108156,0.061463629715285906,0.03892938564103913,0.024137857209769784,0.5311619628782099,0.5349999999999999,0.53089989032969,0.5304879359770664,0.07402517048254698,0.09732534213770953,0.07797885247554558,0.07303421512386236,0.3,0.025,0.04513457556935817,0.08854166666666666,0.4288946459026396,0.03535533905932738,0.06287242269136877,0.12040653391944237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,models/0_3_PHM_C01_SS_NoNBD__RF_Model_06-Jul-2023_15-33_0.99_0.86_0.96.mdl,246.82207489013672,17.455883741378784,1.502183198928833,15.807921409606934
4,4,SS,PHM C01 SS LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_LowNBD.mdl,1.0,-1,-40,0.12,0.9,1000,0.05,800,348,PHM_C01_SS,Separate test set.,40,10,results/V9-R1,,100,70,0,0.7893373007617859,0.8400000000000001,0.8126659859331442,0.7982369426550461,0.07809554650235691,0.09944289260117531,0.08272523626273263,0.07853200428958831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.015000000000000003,0.02727272727272727,0.05357142857142856,0.3374742788552765,0.03374742788552765,0.061358959791868437,0.12052652816259872,0.5140907522429261,0.52,0.5132618801577303,0.5127324435028806,0.07060626520762738,0.11832159566199232,0.08722915282011345,0.07412342170887598,models/0_4_PHM_C01_SS_LowNBD__RF_Model_06-Jul-2023_15-38_0.79_0.84_0.80.mdl,221.28178429603577,17.487707138061523,1.2904407978057861,17.215397119522095
5,5,SS,PHM C01 SS HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_HighNBD.mdl,1.0,-1,-40,0.12,0.9,100,0.1,800,348,PHM_C01_SS,Separate test set.,40,10,results/V9-R1,,100,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.5013495276653172,0.975,0.662045309064596,0.555245091298693,0.011389103824716317,0.03535533905932738,0.015502717669993313,0.012385848365105208,0.49008968972204264,0.375,0.4228873793579676,0.4600950794991043,0.09361811654313675,0.05892556509887897,0.06597371348203222,0.07880231282486985,models/0_5_PHM_C01_SS_HighNBD__RF_Model_06-Jul-2023_15-42_0.00_0.00_0.00.mdl,151.42059969902039,40.633925437927246,3.7434301376342773,37.216124296188354
6,6,SS,PHM C04 SS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_NoNBD.mdl,1.0,-1,-40,0.098,0.95,0,0.0,800,348,PHM_C04_SS,Separate test set.,40,10,results/V9-R1,,100,70,0,0.7741482628138975,0.78,0.7751791482407657,0.7741260008107834,0.060481577664466976,0.08563488385776753,0.061773788218566515,0.0579094384138794,0.5273468443709532,0.7,0.5989779132830767,0.5533777260251018,0.08796676516590829,0.10801234497346432,0.08616445016834395,0.08574552306057913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48277777777777775,0.13,0.2027913351016799,0.30856782106782105,0.32967592267523804,0.08563488385776752,0.13243920750136579,0.20267386436890691,models/0_6_PHM_C04_SS_NoNBD__RF_Model_06-Jul-2023_15-46_0.77_0.78_0.77.mdl,495.5805592536926,39.679861307144165,3.1457595825195312,35.59722352027893
7,7,SS,PHM C04 SS LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_LowNBD.mdl,1.0,-1,-40,0.098,0.85,1000,0.05,800,348,PHM_C04_SS,Separate test set.,40,10,results/V9-R1,,100,70,0,0.7100340055857297,0.985,0.8246840028024778,0.7517603971573967,0.032992212459206305,0.024152294576982418,0.022924872748532225,0.0293473962406361,0.4938379940605004,0.575,0.5287802949244907,0.506735033186646,0.07183612328004747,0.1338531533684084,0.09553922271744715,0.07986630429374145,0.33333333333333337,0.02,0.0372670807453416,0.07812499999999999,0.4714045207910317,0.025819888974716113,0.04817095477326471,0.10197343858047508,0.5488170163170163,0.385,0.44586527719592234,0.5001103913787738,0.11682836524874111,0.10287532908007312,0.09135791266109593,0.09874522551111575,models/0_7_PHM_C04_SS_LowNBD__RF_Model_06-Jul-2023_15-56_0.71_0.98_0.75.mdl,472.3225312232971,39.856892824172974,3.4222283363342285,37.46316838264465
8,8,SS,PHM C04 SS HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_HighNBD.mdl,1.0,-1,-40,0.098,0.9,100,0.1,800,348,PHM_C04_SS,Separate test set.,40,10,results/V9-R1,,100,70,0,0.7670656945393788,0.79,0.7769524185698768,0.770679812337421,0.0655552523496016,0.051639777949432246,0.04650344583005576,0.0563878441869304,0.49980865684494713,0.795,0.6127516193479425,0.5394588672549199,0.03541892421007023,0.08959786703810407,0.049117377336094475,0.03916609764909848,0.3,0.015000000000000003,0.02857142857142856,0.062499999999999986,0.48304589153964794,0.0241522945769824,0.046004370622823594,0.10063456073742663,0.5198989898989899,0.3,0.37181315745469584,0.44328341033209623,0.09628312194036853,0.1269295517643985,0.12179733767296567,0.11086990047007399,models/0_8_PHM_C04_SS_HighNBD__RF_Model_06-Jul-2023_16-05_0.77_0.79_0.77.mdl,363.6268963813782,39.0786395072937,3.0547502040863037,36.07700705528259
9,9,SS,PHM C06 SS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_NoNBD.mdl,1.0,-1,-40,0.13,0.95,0,0.0,800,348,PHM_C06_SS,Separate test set.,40,10,results/V9-R1,,100,70,0,0.7535866910866911,0.99,0.8554509012418355,0.7912226758688105,0.02354497317854423,0.021081851067789228,0.015892083017221306,0.020432860767922705,0.5394596047227627,0.595,0.5631989383552145,0.5481632356851501,0.08480398021590395,0.10658851303546321,0.08501141850446105,0.08284310802934763,0.4478571428571428,0.795,0.5729220779220779,0.49070121951219503,0.013510465715712221,0.02838231060987732,0.018031875019169745,0.014973896029342992,0.325,0.030000000000000006,0.05313852813852812,0.10119047619047619,0.39175530911810524,0.025819888974716116,0.04594846628454801,0.09077968220515072,models/0_9_PHM_C06_SS_NoNBD__RF_Model_06-Jul-2023_16-13_0.75_0.99_0.79.mdl,489.45726704597473,39.689637422561646,3.1317174434661865,36.303547382354736
