,expt_n,environment,environment_info,data_file,Model_name,R1,R2,R3,wear_threshold,threshold_factor,add_noise,breakdown_chance,episodes,milling_operations_max,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,Round,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file,RF_time,A2C_time,DQN_time,PPO_time
0,0,SS,Simulated NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_NoNBD.mdl,1.0,-1,-40,0.25,0.95,0,0.0,800,121,Dasic,Separate test set.,40,10,results/V8-R1,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1,0.7649773937817417,0.9550000000000001,0.849091098146667,0.7964696637136501,0.04470104567994751,0.04972144630058766,0.04322270060679723,0.043689153543135587,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.5054768331084121,0.9800000000000001,0.6668051264924438,0.5596225657024012,0.016713772353188553,0.02581988897471613,0.017820956618530177,0.017123711741087237,0.501984126984127,0.13999999999999999,0.21575056488849587,0.3239989177489177,0.21164227842906175,0.08096638534327413,0.11441053253491355,0.1540063320449817,models/1_0_Dasic_NoNBD__RF_Model_06-Jul-2023_09-38_0.76_0.95_0.80.mdl,71.1285924911499,15.548299789428711,1.275181770324707,15.285906076431274
1,1,SS,Simulated LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_LowNBD.mdl,0.5,-1,-40,0.25,0.9,1000,0.05,800,121,Dasic,Separate test set.,40,10,results/V8-R1,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1,0.656736019820002,1.0,0.7925228262567727,0.7050190393843644,0.026676942690349602,0.0,0.019617015595078263,0.02468022776469567,0.33999999999999997,0.085,0.13421548017200186,0.20805652680652678,0.18957392121528285,0.05797509043642029,0.08791502305042288,0.1280753289581318,0.18333333333333332,0.02,0.03596837944664031,0.06919642857142856,0.3374742788552764,0.03496029493900506,0.06319854738342898,0.12291432460584345,0.4289393939393939,0.215,0.28124789935273803,0.3510333110516934,0.11360317204625384,0.1055409346599171,0.11363838104663279,0.11433364699544102,models/1_1_Dasic_LowNBD__RF_Model_06-Jul-2023_09-40_0.66_1.00_0.71.mdl,66.55926513671875,15.791959047317505,1.2748901844024658,16.359875202178955
2,2,SS,Simulated HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_HighNBD.mdl,0.5,-1,-40,0.25,0.9,100,0.1,800,121,Dasic,Separate test set.,40,10,results/V8-R1,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1,0.5142655209857222,0.9550000000000001,0.6677072742180866,0.5662347304133323,0.01666728176083353,0.0550252467307306,0.015262124298664127,0.014946784051445368,0.4593650793650793,0.145,0.21808409470478432,0.31587301587301586,0.27182711543117155,0.08644201653259959,0.12766203079707433,0.18363673394890967,0.35,0.025,0.04632034632034631,0.0952380952380952,0.47434164902525694,0.03535533905932738,0.06498474931036559,0.13146245058315428,0.5012451437451437,0.26,0.34030422812263744,0.4202204760109172,0.13631716349378978,0.10219806477837261,0.1188185101300522,0.12964950388464924,models/1_2_Dasic_HighNBD__RF_Model_06-Jul-2023_09-42_0.51_0.96_0.57.mdl,78.72856879234314,15.921986818313599,1.4957547187805176,15.612507104873657
3,3,SS,PHM C01 SS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_NoNBD.mdl,1.0,-1,-40,0.12,0.9,0,0.0,800,348,PHM_C01_SS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491409648703699,0.5650000000000001,0.5239201782171399,0.5035774523955836,0.06456354303244793,0.11316163464511968,0.08116899920509475,0.06953313762963803,0.6469074103501244,0.97,0.775874549819928,0.6929409642644936,0.02702493010452729,0.04830458915396481,0.03113333613327152,0.027956932198381686,0.5053116246498599,0.40499999999999997,0.4446322580605452,0.4774026357414515,0.09818836797413011,0.09846036991827954,0.08850250400489883,0.08948315710544301,models/1_3_PHM_C01_SS_NoNBD__RF_Model_06-Jul-2023_09-44_0.00_0.00_0.00.mdl,213.28760147094727,15.678758382797241,1.3876447677612305,15.341922283172607
4,4,SS,PHM C01 SS LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_LowNBD.mdl,1.0,-1,-40,0.12,0.9,1000,0.05,800,348,PHM_C01_SS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.49743589743589745,0.985,0.6610169491525423,0.5520833333333333,0.008108404256842016,0.024152294576982418,0.012204784742764336,0.009346135518182894,0.4987179487179487,0.9949999999999999,0.6644067796610169,0.5539772727272727,0.0040542021284210306,0.015811388300841906,0.0071463901924709245,0.004990968529306168,0.25,0.025,0.04545454545454545,0.08928571428571427,0.42491829279939874,0.04249182927993988,0.07725787141807249,0.15175653314264237,0.4339255189255189,0.175,0.2447555968935279,0.32765082140082136,0.16821101322584053,0.10069204977995475,0.1225583268935416,0.14252803200338088,models/1_4_PHM_C01_SS_LowNBD__RF_Model_06-Jul-2023_09-48_0.50_0.98_0.55.mdl,207.36500024795532,15.767437219619751,1.380295991897583,17.132319688796997
5,5,SS,PHM C01 SS HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_HighNBD.mdl,1.0,-1,-40,0.12,0.9,100,0.1,800,348,PHM_C01_SS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.84906051464875,0.595,0.691333599463905,0.7745900904828334,0.07980073291264651,0.13218253372598898,0.10023858021444926,0.07645144080349783,0.5168730158730159,0.585,0.5467600779834823,0.5280267473586439,0.07011670803866642,0.07835106182362105,0.06468518386968859,0.06656562375942429,0.3416666666666667,0.045,0.07875494071146243,0.14434523809523808,0.42391837672299226,0.055025246730730594,0.09528621735511433,0.17294372858750193,0.4975098374277941,0.505,0.49947164257177096,0.4978934995885895,0.10278070897964368,0.11167910378500637,0.10272999176316638,0.1017764586736171,models/1_5_PHM_C01_SS_HighNBD__RF_Model_06-Jul-2023_09-52_0.85_0.60_0.77.mdl,215.86326575279236,15.772233247756958,1.3357830047607422,15.116276741027832
6,6,SS,PHM C04 SS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_NoNBD.mdl,1.0,-1,-40,0.098,0.95,0,0.0,800,348,PHM_C04_SS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.7006032481711013,0.9800000000000001,0.8159804812600816,0.7424415894514922,0.04577639324751849,0.025819888974716168,0.029665359697406687,0.04040282922907535,0.49296949481547003,0.48500000000000004,0.48686308088747116,0.49000522434836535,0.08921817830565842,0.11316163464511973,0.09485763095831842,0.0897173108698771,0.5012109275267169,0.9650000000000001,0.6596491228070176,0.5544722557803954,0.013064728014247122,0.041163630117428275,0.019800694037662502,0.015026345978570384,0.3895806889189242,0.27999999999999997,0.3246238787581292,0.36023534912370053,0.12498682271428185,0.1206464071390257,0.12435024777669183,0.12527977512250338,models/1_6_PHM_C04_SS_NoNBD__RF_Model_06-Jul-2023_09-56_0.70_0.98_0.74.mdl,209.47474336624146,15.94789433479309,1.4247000217437744,15.565149545669556
7,7,SS,PHM C04 SS LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_LowNBD.mdl,1.0,-1,-40,0.098,0.85,1000,0.05,800,348,PHM_C04_SS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.5046527016603742,0.505,0.5026508418195733,0.5033155007161754,0.07056112741124067,0.09264628073124866,0.07434111632363917,0.06992957013984881,0.5053361053361053,0.975,0.6656167010161289,0.5591934712574247,0.016697817783589537,0.026352313834736508,0.019796731426183576,0.017789535478020143,0.546230460283055,0.6599999999999999,0.5958376162004244,0.5647127006933041,0.10733954882016847,0.15951314818673867,0.1262487992990872,0.11368950738183917,models/1_7_PHM_C04_SS_LowNBD__RF_Model_06-Jul-2023_10-00_0.50_1.00_0.56.mdl,205.02968788146973,16.065481662750244,1.4792699813842773,15.363412857055664
8,8,SS,PHM C04 SS HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_HighNBD.mdl,1.0,-1,-40,0.098,0.9,100,0.1,800,348,PHM_C04_SS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.7628710178710179,0.465,0.5734676998011258,0.6718297735760971,0.08374181244184921,0.10013879257199869,0.09005032868495828,0.08148622735386724,0.5054309687261632,0.505,0.5021442510977395,0.5033189655172413,0.0797922196594437,0.13426756040748553,0.1025431824363941,0.08724229740706929,0.5026315789473684,0.97,0.6620279512340173,0.5561858199939596,0.012097887285631655,0.03496029493900506,0.01648927089358422,0.013271536849052561,0.2914285714285714,0.08499999999999999,0.12927184271112305,0.19080086580086578,0.2510225999367633,0.07090682462060882,0.1064652378026104,0.15645463867406384,models/1_8_PHM_C04_SS_HighNBD__RF_Model_06-Jul-2023_10-04_0.76_0.47_0.67.mdl,192.00938630104065,40.671725034713745,4.564786672592163,44.18191957473755
9,9,SS,PHM C06 SS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_NoNBD.mdl,1.0,-1,-40,0.13,0.95,0,0.0,800,348,PHM_C06_SS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204349650276283,0.6799999999999999,0.5873213154222581,0.5448644571043437,0.06855336365089118,0.12736648783028534,0.08462158400863022,0.07251779204669766,0.005263157894736839,0.005,0.0051282051282051195,0.0052083333333333304,0.016643566632465148,0.015811388300841896,0.01621680851368397,0.0164701961467103,0.5268243071446733,0.605,0.5609137128814102,0.5394755804555944,0.0969612972146575,0.11167910378500633,0.09598870958443673,0.09510303748243844,models/1_9_PHM_C06_SS_NoNBD__RF_Model_06-Jul-2023_10-09_0.00_0.00_0.00.mdl,528.3654477596283,37.74829578399658,2.0636544227600098,34.03412103652954
10,10,SS,PHM C06 SS LBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_LowNBD.mdl,1.0,-1,-40,0.13,0.95,1000,0.05,800,348,PHM_C06_SS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5351659027247262,0.5599999999999999,0.5448746016075926,0.5384411494718842,0.058750479896669074,0.10219806477837261,0.07270373928864113,0.061878935191344187,0.15,0.01,0.01861471861471861,0.03869047619047618,0.3374742788552765,0.0210818510677892,0.0392565353418968,0.08186778188800695,0.39166666666666666,0.05,0.0874223602484472,0.15972222222222224,0.38097098168874866,0.04714045207910317,0.08203727830309689,0.14840111504467227,models/1_10_PHM_C06_SS_LowNBD__RF_Model_06-Jul-2023_10-19_0.00_0.00_0.00.mdl,278.8176271915436,37.298959732055664,2.0161221027374268,35.71369957923889
11,11,SS,PHM C06 SS HBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_HighNBD.mdl,1.0,-1,-40,0.13,0.9,100,0.1,800,348,PHM_C06_SS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.6766425533530797,0.6799999999999999,0.6763927835108836,0.6760628968940439,0.04001396229803016,0.0856348838577675,0.0533261871010058,0.041116694912103194,0.492334909672371,0.43499999999999994,0.45962804801814083,0.47798667452557614,0.10588859190724094,0.12920698295542868,0.11863870979866367,0.111139010727987,0.507969507969508,0.9800000000000001,0.6690065315246034,0.5620794741434276,0.014331325820509229,0.025819888974716137,0.016105122345820146,0.014891229611014335,0.4003968253968254,0.14,0.20223008154042632,0.2822977675918852,0.2024496719100937,0.07378647873726218,0.09796518261094266,0.13063443060013538,models/1_11_PHM_C06_SS_HighNBD__RF_Model_06-Jul-2023_10-25_0.68_0.68_0.68.mdl,338.2728931903839,38.152188539505005,2.0918591022491455,32.85188674926758
12,12,MS,PHM C01 MS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_MS_NoNBD.mdl,0.5,-1,-40,0.12,0.9,0,0.0,1000,348,PHM_C01_MS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.826959308807135,0.9949999999999999,0.9028949760496777,0.8556862121934424,0.03590022970898598,0.01581138830084191,0.02449864249814838,0.031691236908111355,0.4834456771298877,0.33999999999999997,0.39688402678915013,0.4437225877192982,0.12052175791414693,0.1100504934614612,0.11420746404219222,0.1174880170500477,0.4960863697705803,0.9550000000000001,0.6527699289134584,0.5487547308839141,0.010898274092910068,0.043779751788545665,0.017073568365780535,0.012375100790907019,0.48657203907203905,0.325,0.38583876557827657,0.43876402963931566,0.137551392945386,0.0754615428178118,0.08822474893366837,0.10908099974064088,models/1_12_PHM_C01_MS_NoNBD__RF_Model_06-Jul-2023_10-32_0.83_0.99_0.86.mdl,557.4257154464722,14.869046449661255,1.7651746273040771,14.860894441604614
13,13,MS,PHM C04 MS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_MS_NoNBD.mdl,0.5,-1,-40,0.098,0.9,0,0.0,1000,348,PHM_C04_MS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.7285714285714285,0.3,0.4173001277139208,0.5543534080298786,0.12983139464738572,0.10274023338281628,0.11872948874315335,0.12565074032440568,0.4762207409037219,0.665,0.554441887763431,0.5046205203122305,0.056820553147377405,0.07472170590486629,0.0620861769092265,0.058537428171355946,0.25,0.015000000000000003,0.02813852813852813,0.059523809523809514,0.42491829279939874,0.024152294576982397,0.045322651585972304,0.09618412415508587,0.49463369963369963,0.185,0.26365577462129186,0.3614531302031302,0.18931311985094723,0.10554093465991708,0.1300298410745812,0.15528818465122554,models/1_13_PHM_C04_MS_NoNBD__RF_Model_06-Jul-2023_10-42_0.73_0.30_0.55.mdl,251.69357585906982,21.777349948883057,2.0949478149414062,20.564488887786865
14,14,MS,PHM C06 MS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_MS_NoNBD.mdl,0.5,-1,-40,0.13,0.9,0,0.0,1000,348,PHM_C06_MS,Separate test set.,40,10,results/V8-R1,,100,70,1,0.9196428571428571,0.275,0.4182967032967032,0.6151903651903652,0.11332995693249864,0.07905694150420949,0.0989476828935166,0.10547730148375027,0.5121810326862508,0.8800000000000001,0.6468854674737028,0.5586466047594096,0.03904712706273239,0.07888106377466153,0.04834125979364181,0.041754354723303376,0.5013513513513513,0.985,0.6644067796610169,0.5559163059163059,0.009555776255785214,0.024152294576982425,0.01167000631625588,0.010078348310588682,0.5411688311688312,0.215,0.2886036466629282,0.3753705997949418,0.2230929600812381,0.09442810316143528,0.10993550460115387,0.12446405749938048,models/1_14_PHM_C06_MS_NoNBD__RF_Model_06-Jul-2023_10-47_0.92_0.27_0.62.mdl,259.37852787971497,28.85916757583618,3.526465892791748,33.215407609939575
