,expt_n,environment,environment_info,data_file,Model_name,R1,R2,R3,wear_threshold,threshold_factor,add_noise,breakdown_chance,episodes,milling_operations_max,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,Round,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file,RF_time,A2C_time,DQN_time,PPO_time
0,0,SS,Simulated NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_NoNBD.mdl,1.0,-1,-40,0.25,0.95,0,0.0,800,121,Dasic,Separate test set.,40,10,results/V8-R1,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,3,0.99,0.515,0.6723377827215424,0.8297302574876104,0.0316227766016838,0.1055409346599171,0.08900859964872432,0.058241474832652525,0.5396733266733267,0.61,0.5706234814377383,0.551221215905867,0.0683035938451623,0.107496769977314,0.0800383549083617,0.07132180618582877,0.4987854251012146,0.975,0.659906487434249,0.5527660324171951,0.01290820840774644,0.026352313834736518,0.01624158570645928,0.013968720767200066,0.4847222222222222,0.145,0.22028900690070102,0.3235098235098235,0.19327902285357573,0.05986094998689324,0.08673138468329304,0.12251089270615324,models/3_0_Dasic_NoNBD__RF_Model_06-Jul-2023_11-32_0.99_0.51_0.83.mdl,63.11579179763794,22.226292610168457,1.0600552558898926,12.696513652801514
1,1,SS,Simulated LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_LowNBD.mdl,0.5,-1,-40,0.25,0.9,1000,0.05,800,121,Dasic,Separate test set.,40,10,results/V8-R1,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,3,0.9368772893772894,0.6900000000000001,0.7936151430269078,0.8733709273182958,0.06259828376308407,0.08432740427115679,0.07561716122587459,0.06763444340961516,0.5296682917298274,0.6900000000000001,0.5969619968220531,0.5543013112465282,0.08624439827198757,0.14491376746189435,0.10286771628112035,0.09100483253979254,0.2,0.015000000000000003,0.0277056277056277,0.05654761904761903,0.34960294939005054,0.0241522945769824,0.04462585491093544,0.09140991666499555,0.43864191364191363,0.255,0.32024911842805903,0.3808160873998722,0.15490599759198623,0.09559753599799992,0.11719292635070541,0.13669002784753326,models/3_1_Dasic_LowNBD__RF_Model_06-Jul-2023_11-34_0.94_0.69_0.87.mdl,49.0894136428833,22.74788784980774,1.6923017501831055,19.9046733379364
2,2,SS,Simulated HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_HighNBD.mdl,0.5,-1,-40,0.25,0.9,100,0.1,800,121,Dasic,Separate test set.,40,10,results/V8-R1,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,3,0.8674106612341907,0.875,0.8698339371831028,0.8680404378230465,0.05246155943506023,0.07546154281781182,0.05603825474107935,0.05128726298294196,0.45573791318760354,0.39,0.4166149379294851,0.4379399439541703,0.09461878548686566,0.12427567921538168,0.1094789227257255,0.09979916243391242,0.5039136302294197,0.99,0.667816091954023,0.5587635071646699,0.010710599147261086,0.021081851067789224,0.012531918592319025,0.011270220342270569,0.5941666666666666,0.185,0.2779910319565492,0.40392107892107887,0.20169230017682202,0.0747217059048663,0.10230687811884415,0.1372430286380386,models/3_2_Dasic_HighNBD__RF_Model_06-Jul-2023_11-35_0.87_0.88_0.87.mdl,49.14977693557739,17.929141998291016,1.439075231552124,19.067495107650757
3,3,SS,PHM C01 SS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_NoNBD.mdl,1.0,-1,-40,0.12,0.9,0,0.0,800,348,PHM_C01_SS,Separate test set.,40,10,results/V8-R1,,100,70,3,0.8892715979672502,0.9949999999999999,0.9388596277989357,0.9083994708994709,0.028554818660027875,0.015811388300841913,0.016012189461533995,0.023364535974122077,0.3512066365007541,0.265,0.301216427667666,0.3290300353204176,0.07878874884839822,0.06258327785172861,0.06816081346915873,0.07356712257725709,0.5039811066126856,0.9800000000000001,0.6655756867329047,0.5581835799859055,0.013822871946217138,0.025819888974716137,0.01652732151006647,0.01469999252033476,0.572502598850425,0.6950000000000001,0.6268120893905746,0.5928688321833484,0.0673678328009516,0.11654755824698058,0.08609702249624301,0.07373212109975073,models/3_3_PHM_C01_SS_NoNBD__RF_Model_06-Jul-2023_11-37_0.89_0.99_0.91.mdl,161.30349469184875,13.572250843048096,0.9150383472442627,11.715915203094482
4,4,SS,PHM C01 SS LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_LowNBD.mdl,1.0,-1,-40,0.12,0.9,1000,0.05,800,348,PHM_C01_SS,Separate test set.,40,10,results/V8-R1,,100,70,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5075868347338935,0.5650000000000001,0.5327260979700004,0.5168896748207092,0.07786775223669615,0.08834905520465712,0.07323330954849998,0.07385609327511877,0.3,0.02,0.03722943722943722,0.07738095238095236,0.4216370213557839,0.025819888974716113,0.048084653621145224,0.10038976698947231,0.6231999851999852,0.74,0.6754439240705344,0.6428797904604356,0.08253535380962565,0.12202003478482085,0.09593349020518604,0.08671582483776226,models/3_4_PHM_C01_SS_LowNBD__RF_Model_06-Jul-2023_11-40_0.00_0.00_0.00.mdl,106.01991772651672,13.639415502548218,0.9184231758117676,12.783917427062988
5,5,SS,PHM C01 SS HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_HighNBD.mdl,1.0,-1,-40,0.12,0.9,100,0.1,800,348,PHM_C01_SS,Separate test set.,40,10,results/V8-R1,,100,70,3,0.585764652014652,0.36500000000000005,0.4453866724328185,0.5179827632807509,0.12318916840038087,0.12920698295542873,0.12941401423061077,0.12533506730885266,0.486590909090909,0.505,0.4920217484467999,0.48778863291896774,0.07697564786940654,0.13426756040748555,0.10137296125684285,0.08510046910555068,0.4446480934716228,0.785,0.5676144907723855,0.4868229585455195,0.016331227858191782,0.041163630117428254,0.023008695936884503,0.018362310250361367,0.473015873015873,0.22000000000000003,0.29633650558233426,0.37842261904761904,0.15148037806147346,0.06749485577105527,0.08208786888752524,0.10163943451653508,models/3_5_PHM_C01_SS_HighNBD__RF_Model_06-Jul-2023_11-42_0.59_0.37_0.52.mdl,135.09054899215698,14.397752523422241,1.0240342617034912,14.680071592330933
6,6,SS,PHM C04 SS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_NoNBD.mdl,1.0,-1,-40,0.098,0.95,0,0.0,800,348,PHM_C04_SS,Separate test set.,40,10,results/V8-R1,,100,70,3,0.7972175047175047,0.425,0.5498814441845097,0.6729717393030087,0.1633992323852216,0.11365151414154878,0.12384253061555876,0.13640351055415167,0.4584426516895557,0.375,0.41088525035893453,0.4375784239914674,0.10781032814591891,0.08249579113843056,0.0889992646558788,0.0979063535866327,0.4975051975051975,0.97,0.6575881550750049,0.5511667757307291,0.01490157654145853,0.034960294939005064,0.01929389667088268,0.016207221791998027,0.5061907858387522,0.615,0.5501267578979683,0.5218148940358559,0.025895020365162533,0.11316163464511969,0.048011542681805776,0.02566709501252433,models/3_6_PHM_C04_SS_NoNBD__RF_Model_06-Jul-2023_11-45_0.80_0.42_0.67.mdl,164.80334043502808,24.72297239303589,1.1825523376464844,12.187434434890747
7,7,SS,PHM C04 SS LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_LowNBD.mdl,1.0,-1,-40,0.098,0.85,1000,0.05,800,348,PHM_C04_SS,Separate test set.,40,10,results/V8-R1,,100,70,3,0.4592628205128205,0.315,0.3686720504905584,0.4162074208900834,0.11488796304914813,0.133437459341654,0.12542571608582376,0.11888270457695552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.02,0.036796536796536786,0.07440476190476188,0.3535533905932738,0.025819888974716113,0.047520559307576066,0.09643959372630741,0.46601641953963935,0.52,0.4891448063632806,0.4744952634769445,0.06157455328320715,0.09189365834726813,0.06751928254436718,0.06189442129526673,models/3_7_PHM_C04_SS_LowNBD__RF_Model_06-Jul-2023_11-48_0.46_0.32_0.42.mdl,166.93449473381042,27.395487546920776,1.3518166542053223,18.129366397857666
8,8,SS,PHM C04 SS HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_HighNBD.mdl,1.0,-1,-40,0.098,0.9,100,0.1,800,348,PHM_C04_SS,Separate test set.,40,10,results/V8-R1,,100,70,3,0.6235454208945589,0.905,0.7377764045346311,0.6646275766042725,0.04713989347094332,0.05502524673073062,0.046651067660556184,0.04675558645302969,0.47235526621715873,0.45,0.4594245408198897,0.4667147667147667,0.09932354166941028,0.0912870929175277,0.09128274096189828,0.09504892792980159,0.3,0.015000000000000003,0.02857142857142856,0.062499999999999986,0.48304589153964794,0.024152294576982397,0.0460043706228236,0.10063456073742665,0.4954532967032967,0.375,0.4240151351916057,0.4630769632414369,0.09894287000887107,0.10865337342004416,0.10368194070601476,0.10030048328535614,models/3_8_PHM_C04_SS_HighNBD__RF_Model_06-Jul-2023_11-52_0.62_0.90_0.66.mdl,90.28362846374512,24.356077194213867,1.4670968055725098,20.232207536697388
9,9,SS,PHM C06 SS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_NoNBD.mdl,1.0,-1,-40,0.13,0.95,0,0.0,800,348,PHM_C06_SS,Separate test set.,40,10,results/V8-R1,,100,70,3,0.7714017094017094,0.99,0.8668079499901887,0.8068722191323694,0.030841817585503088,0.02108185106778923,0.022415456289841866,0.027647237659011455,0.5045952199338928,0.485,0.49142230202817716,0.49842003105590055,0.10294938363948986,0.11796892246124258,0.10011872296693441,0.09875491974493901,0.04583333333333333,0.02,0.02783251231527093,0.03640109890109887,0.05930626029592547,0.025819888974716113,0.0359386531368887,0.04703542216556022,0.095,0.015000000000000003,0.025424242424242422,0.04424603174603174,0.17070116838759156,0.0241522945769824,0.04102165583349485,0.07243829965036332,models/3_9_PHM_C06_SS_NoNBD__RF_Model_06-Jul-2023_11-54_0.77_0.99_0.81.mdl,153.94969630241394,21.930174827575684,1.913031816482544,26.914544820785522
